FL_DATE,CRS_DEP_TIME,DEP_TIME,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,DEST,DEP_DEL15,CANCELLED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,temperature_c,dewpoint_c,altimeter_hpa
2023-01-01,06:10:00,06:05:00,DL,977,DTW,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:15:00,06:17:00,DL,2423,SLC,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:15:00,06:44:00,AA,1651,CLT,1,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:15:00,06:15:00,DL,820,ATL,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:15:00,06:13:00,DL,914,MSP,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:20:00,06:20:00,WN,1150,LAS,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:20:00,06:18:00,WN,2400,PHX,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:20:00,06:18:00,AA,2535,DFW,0,0,,0,0,18,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:25:00,06:22:00,F9,550,DEN,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:30:00,06:22:00,WN,2982,SMF,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:30:00,06:26:00,WN,2242,SJC,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:30:00,06:25:00,WN,2181,OAK,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:34:00,06:32:00,OO,4723,LAX,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:35:00,06:30:00,WN,3833,SFO,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:44:00,06:41:00,UA,2301,ORD,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:45:00,06:41:00,OO,3451,SFO,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,06:48:00,06:38:00,AA,799,PHL,0,0,,0,0,0,0,0,290.0,7.0,19.0,6.0,13.3,10.0,29.82
2023-01-01,07:00:00,06:56:00,WN,2386,SMF,0,0,,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:00:00,06:58:00,AS,222,AUS,0,0,,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:00:00,06:56:00,WN,2555,SJC,0,0,,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:10:00,08:09:00,DL,358,JFK,1,0,,32,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:10:00,07:04:00,WN,569,AUS,0,0,,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:15:00,07:13:00,AA,1055,DFW,0,0,,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:18:00,07:12:00,DL,1485,SEA,0,0,,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:20:00,07:33:00,AS,180,JFK,0,0,,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:20:00,,UA,598,EWR,0,1,A,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:30:00,07:25:00,WN,636,DAL,0,0,,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:30:00,07:22:00,WN,2249,SJC,0,0,,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:30:00,07:27:00,WN,2227,SMF,0,0,,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:35:00,09:43:00,NK,260,LAS,1,0,,100,0,33,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:40:00,07:37:00,WN,1014,OAK,0,0,,0,0,0,0,0,280.0,11.0,25.0,3.0,13.9,9.4,29.83
2023-01-01,07:55:00,07:59:00,HA,15,HNL,0,0,,27,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:00:00,07:57:00,WN,1775,SMF,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:00:00,07:55:00,WN,2751,SJC,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:00:00,07:54:00,WN,185,HNL,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:00:00,09:00:00,AS,300,LIH,1,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:00:00,07:57:00,UA,2272,IAH,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:00:00,08:43:00,AS,760,MCO,1,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:05:00,08:52:00,WN,345,DEN,1,0,,27,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:05:00,08:05:00,WN,702,BNA,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:10:00,08:13:00,AS,772,EWR,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:10:00,08:09:00,WN,1439,LAS,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:10:00,08:03:00,UA,546,IAD,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:15:00,08:10:00,AA,1765,DFW,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:20:00,08:17:00,WN,154,PHX,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:30:00,08:26:00,WN,1084,SJC,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:30:00,08:27:00,WN,1682,SMF,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:34:00,08:28:00,F9,2128,LAS,0,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:50:00,09:09:00,AS,829,OGG,1,0,,0,0,0,0,0,280.0,17.0,0.0,9.0,13.9,9.4,29.84
2023-01-01,08:55:00,08:47:00,AS,1048,BOS,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,08:55:00,08:46:00,UA,2476,DEN,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:00:00,,WN,2525,SJC,0,1,A,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:00:00,08:59:00,OO,3466,RDM,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:00:00,09:24:00,WN,646,SMF,1,0,,19,0,0,0,2,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:05:00,08:59:00,WN,1663,MDW,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:05:00,09:02:00,WN,2501,ELP,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:10:00,09:13:00,WN,2699,OAK,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:15:00,09:20:00,WN,3797,PHX,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:25:00,09:27:00,WN,2340,RNO,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:30:00,09:30:00,OO,3316,SFO,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:35:00,09:31:00,WN,3203,DEN,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:40:00,09:39:00,WN,1045,HOU,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:50:00,09:46:00,WN,908,OAK,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:50:00,09:57:00,WN,2628,LAS,0,0,,0,0,0,0,0,280.0,17.0,24.0,10.0,14.4,9.4,29.86
2023-01-01,09:55:00,11:15:00,AA,720,PHX,1,0,,0,80,16,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:00:00,10:20:00,WN,2450,SJC,1,0,,9,0,0,0,8,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:00:00,09:58:00,AS,570,SEA,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:00:00,09:58:00,WN,1022,SMF,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:05:00,09:58:00,WN,3120,SFO,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:08:00,12:19:00,DL,2659,SLC,1,0,,0,0,0,0,128,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:15:00,10:19:00,WN,1656,DAL,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:20:00,10:20:00,OO,3467,HDN,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:20:00,10:11:00,OO,3498,SJC,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:25:00,11:22:00,UA,2309,SFO,1,0,,49,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:30:00,10:27:00,WN,3370,OAK,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:35:00,10:30:00,HA,57,OGG,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:35:00,10:29:00,WN,485,LAS,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:41:00,10:41:00,UA,2325,ORD,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:45:00,12:47:00,AS,899,KOA,1,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:46:00,10:43:00,OO,5249,LAX,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:47:00,10:42:00,AA,2743,DFW,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:50:00,10:56:00,WN,3439,SAT,0,0,,0,0,0,0,0,280.0,15.0,23.0,10.0,14.4,8.3,29.88
2023-01-01,10:55:00,10:56:00,OO,3489,MRY,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:00:00,12:32:00,WN,152,SJC,1,0,,0,0,4,0,92,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:00:00,10:57:00,WN,2514,SMF,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:00:00,12:27:00,AS,895,HNL,1,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:03:00,11:13:00,DL,1481,SEA,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:05:00,10:59:00,WN,1394,MCI,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:10:00,11:08:00,WN,3058,OAK,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:10:00,11:12:00,UA,264,DEN,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:15:00,11:08:00,WN,2991,AUS,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:15:00,11:24:00,NK,873,LAS,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:16:00,11:10:00,DL,809,ATL,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:25:00,12:47:00,OO,3347,SFO,1,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:25:00,12:26:00,AS,480,FLL,1,0,,61,0,42,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:30:00,11:27:00,WN,2808,ABQ,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:40:00,11:36:00,WN,2777,LAS,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:51:00,11:49:00,DL,2762,MSP,0,0,,0,0,0,0,0,290.0,13.0,0.0,6.0,14.4,8.9,29.88
2023-01-01,11:55:00,15:58:00,WN,2755,OAK,1,0,,0,0,0,0,241,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,11:55:00,16:33:00,B6,620,BOS,1,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,11:55:00,12:28:00,WN,3400,PHX,1,0,,28,0,8,0,5,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:00:00,11:55:00,WN,2487,SMF,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:00:00,11:56:00,WN,1959,SJC,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:13:00,12:13:00,UA,2333,EWR,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:15:00,12:09:00,WN,1450,DEN,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:15:00,12:07:00,UA,715,IAH,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:25:00,12:36:00,WN,2285,LAS,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:27:00,12:23:00,AA,644,ORD,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:30:00,12:34:00,WN,2408,BOI,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:40:00,13:05:00,AS,498,PDX,1,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:43:00,12:41:00,UA,1604,DEN,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:44:00,12:57:00,B6,190,JFK,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:44:00,12:55:00,DL,1247,DTW,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:45:00,12:39:00,UA,2282,IAD,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:45:00,12:36:00,AA,2838,PHX,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:45:00,12:47:00,OO,3394,SLC,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:50:00,13:00:00,WN,860,BNA,0,0,,0,0,0,0,0,290.0,16.0,24.0,10.0,15.0,9.4,29.85
2023-01-01,12:52:00,13:04:00,AA,2055,DFW,0,0,,0,0,4,0,12,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,12:55:00,12:50:00,AS,539,SEA,0,0,,0,0,17,0,0,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,12:55:00,18:03:00,OO,3429,SBP,1,0,,0,0,0,0,325,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,12:58:00,12:45:00,AA,1954,CLT,0,0,,0,0,0,0,0,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,13:00:00,13:05:00,WN,3476,SMF,0,0,,0,0,0,0,0,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,13:00:00,13:06:00,WN,2722,SJC,0,0,,0,0,0,0,0,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,13:05:00,13:19:00,WN,1943,HNL,0,0,,0,0,0,0,0,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,13:05:00,13:46:00,WN,3554,SFO,1,0,,0,0,0,0,35,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,13:05:00,13:32:00,DL,2913,SLC,1,0,,0,0,0,0,0,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,13:15:00,19:04:00,DL,350,JFK,1,0,,0,0,0,0,332,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,13:20:00,14:16:00,WN,1828,TUS,1,0,,4,0,0,0,49,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,13:20:00,13:16:00,OO,3377,SJC,0,0,,0,0,0,0,0,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,13:20:00,,WN,1092,LAS,0,1,A,0,0,0,0,0,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,13:50:00,13:59:00,UA,1226,IAH,0,0,,0,0,0,0,0,290.0,20.0,28.0,10.0,15.6,8.9,29.83
2023-01-01,13:53:00,13:45:00,AA,332,DFW,0,0,,0,0,24,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,13:59:00,13:50:00,F9,552,DEN,0,0,,0,0,0,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:00:00,13:56:00,WN,3660,SJC,0,0,,0,0,0,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:00:00,13:59:00,WN,776,PHX,0,0,,0,0,0,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:00:00,14:35:00,WN,1854,SMF,1,0,,7,0,0,0,26,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:05:00,14:34:00,AS,445,AUS,1,0,,0,0,0,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:05:00,14:24:00,WN,6505,LAS,1,0,,0,0,0,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:15:00,14:05:00,WN,2230,DEN,0,0,,0,0,0,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:17:00,16:43:00,NK,742,OAK,1,0,,20,0,1,0,117,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:24:00,14:18:00,UA,2279,ORD,0,0,,0,0,0,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:25:00,14:20:00,DL,407,ATL,0,0,,0,0,0,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:35:00,14:27:00,OO,3424,SFO,0,0,,0,0,0,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:40:00,14:46:00,WN,1637,SLC,0,0,,0,0,0,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:45:00,15:11:00,WN,2616,DAL,1,0,,6,0,0,0,16,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,14:50:00,14:47:00,AA,1939,DFW,0,0,,0,0,0,0,0,290.0,14.0,26.0,10.0,15.0,8.9,29.82
2023-01-01,15:00:00,15:12:00,WN,2720,LAS,0,0,,0,0,0,0,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:00:00,14:56:00,WN,1089,SMF,0,0,,0,0,0,0,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:00:00,15:25:00,WN,2417,SJC,1,0,,3,0,0,0,21,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:00:00,14:54:00,AS,879,BOI,0,0,,0,0,0,0,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:05:00,15:25:00,WN,3838,MDW,1,0,,0,0,0,0,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:10:00,15:29:00,DL,1413,SEA,1,0,,0,0,5,0,19,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:10:00,15:00:00,OO,3409,STS,0,0,,0,0,0,0,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:16:00,15:12:00,OO,3766,LAX,0,0,,0,0,0,0,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:20:00,15:15:00,WN,3288,PHX,0,0,,0,0,0,0,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:20:00,15:40:00,AS,1137,SEA,1,0,,0,0,11,20,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:25:00,,OO,3493,SMF,0,1,B,0,0,0,0,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:28:00,,NK,788,LAS,0,1,A,0,0,0,0,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:41:00,15:41:00,UA,2210,IAH,0,0,,0,0,0,0,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:45:00,19:00:00,WN,3471,OAK,1,0,,0,0,7,0,195,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,15:45:00,15:47:00,UA,2117,SFO,0,0,,0,0,0,0,0,280.0,19.0,26.0,9.0,15.0,8.3,29.82
2023-01-01,16:00:00,16:54:00,WN,1265,SMF,1,0,,51,0,11,0,3,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:00:00,16:44:00,AS,323,SEA,1,0,,0,0,45,0,30,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:00:00,16:47:00,WN,1773,SJC,1,0,,4,0,6,0,43,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:10:00,17:42:00,WN,2360,BWI,1,0,,7,0,0,0,69,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:10:00,16:55:00,OO,3388,SJC,1,0,,0,0,0,0,64,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:13:00,16:12:00,UA,1114,DEN,0,0,,0,0,0,0,0,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:15:00,16:03:00,UA,1507,ORD,0,0,,0,0,0,0,0,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:15:00,16:29:00,WN,3385,DEN,0,0,,0,0,0,0,0,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:20:00,16:44:00,AS,391,PDX,1,0,,24,0,18,0,0,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:25:00,16:48:00,AA,2757,PHX,1,0,,0,0,30,0,23,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:35:00,18:14:00,OO,3337,SFO,1,0,,0,0,0,0,0,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:41:00,16:47:00,AA,289,DFW,0,0,,0,0,0,0,0,290.0,18.0,23.0,9.0,14.4,8.9,29.83
2023-01-01,16:55:00,16:52:00,WN,2609,AUS,0,0,,0,0,0,0,0,270.0,15.0,19.0,9.0,13.9,8.9,29.83
2023-01-01,17:00:00,17:13:00,WN,2584,SJC,0,0,,8,0,3,0,5,270.0,15.0,19.0,9.0,13.9,8.9,29.83
2023-01-01,17:00:00,17:17:00,WN,566,SMF,1,0,,16,0,0,0,0,270.0,15.0,19.0,9.0,13.9,8.9,29.83
2023-01-01,17:06:00,19:41:00,DL,2389,SLC,1,0,,0,0,8,0,155,270.0,15.0,19.0,9.0,13.9,8.9,29.83
2023-01-01,17:25:00,17:35:00,WN,1243,LAS,0,0,,0,0,0,0,0,270.0,15.0,19.0,9.0,13.9,8.9,29.83
2023-01-01,17:25:00,17:37:00,WN,1530,STL,0,0,,0,0,0,0,0,270.0,15.0,19.0,9.0,13.9,8.9,29.83
2023-01-01,17:30:00,18:32:00,WN,762,SMF,1,0,,0,0,5,0,62,270.0,15.0,19.0,9.0,13.9,8.9,29.83
2023-01-01,17:30:00,17:42:00,WN,2769,SJC,0,0,,0,0,7,0,12,270.0,15.0,19.0,9.0,13.9,8.9,29.83
2023-01-01,17:35:00,18:02:00,WN,2994,OAK,1,0,,0,0,6,0,27,270.0,15.0,19.0,9.0,13.9,8.9,29.83
2023-01-01,17:35:00,18:11:00,WN,1650,DAL,1,0,,0,0,0,0,24,270.0,15.0,19.0,9.0,13.9,8.9,29.83
2023-01-01,17:40:00,17:37:00,WN,1577,PHX,0,0,,0,0,0,0,0,270.0,15.0,19.0,9.0,13.9,8.9,29.83
2023-01-01,17:55:00,18:55:00,WN,2185,SFO,1,0,,0,0,7,0,60,280.0,19.0,24.0,10.0,13.9,8.3,29.86
2023-01-01,17:55:00,19:10:00,OO,3481,SJC,1,0,,0,0,0,0,87,280.0,19.0,24.0,10.0,13.9,8.3,29.86
2023-01-01,18:00:00,18:08:00,WN,1500,SMF,0,0,,0,0,0,0,0,280.0,19.0,24.0,10.0,13.9,8.3,29.86
2023-01-01,18:00:00,18:52:00,WN,738,SJC,1,0,,0,0,5,0,52,280.0,19.0,24.0,10.0,13.9,8.3,29.86
2023-01-01,18:05:00,18:18:00,OO,3472,FAT,0,0,,0,0,0,0,19,280.0,19.0,24.0,10.0,13.9,8.3,29.86
2023-01-01,18:10:00,18:03:00,WN,2312,OAK,0,0,,0,0,0,0,0,280.0,19.0,24.0,10.0,13.9,8.3,29.86
2023-01-01,18:15:00,18:17:00,WN,2425,MDW,0,0,,0,0,0,0,0,280.0,19.0,24.0,10.0,13.9,8.3,29.86
2023-01-01,18:25:00,18:16:00,UA,1924,DEN,0,0,,0,0,0,0,0,280.0,19.0,24.0,10.0,13.9,8.3,29.86
